link,processo,ultima_movimentacao
https://pje1g.trf1.jus.br/consultapublica/ConsultaPublica/DetalheProcessoConsultaPublica/listView.seam?ca=8d7bcea504319ff5f40aba875ed057e07ac7bfa1300bdd79,CUMPRIMENTO DE SENTENÇACumSen 0039504-91.2004.4.01.3400 - Abono Pecuniário (Art. 78 Lei 8.112/1990)UNIAO FEDERAL (FAZENDA NACIONAL) X AJUFER ASSOCIACAO DOS JUIZES FEDERAIS DA 1A REGIAO e outros (23),Juntada de certidão (01/08/2022 16:27:12)
